Name,Description,Price,Scent_Family,Scent_Family_2,Intensity,Website_Link
Mancera Gold Aoud,Golden oud enriched with honey and spices.,59,Woody,Ambery,4,https://tinyurl.com/2fn5pnnf
Mancera Black Vanilla,Dark vanilla with hints of amber and soft woods.,82,Ambery,Ambery,4,https://tinyurl.com/2mfpphe2
Mancera Choco Violette,"Chocolate and violet merge in this sweet, floral treat.",180,Ambery,Gourmand,4,https://tinyurl.com/2s42j3a5
Mancera Black Gold,"A rich blend of leather, spices, and vetiver.",180,Woody,Ambery,4,https://tinyurl.com/5dhkafv4
Mancera Sicily,"Vibrant citrus fruits with floral notes, embodying the spirit of Sicily.",180,Floral,Citrus,4,https://tinyurl.com/2s4bak2p
Mancera Aoud Orchid,Exotic orchid and oud combined with creamy vanilla.,120,Woody,Ambery,4,https://tinyurl.com/c2mr2esc
Mancera Aoud Lemon Mint,A refreshing mix of lemon and mint with a heart of oud.,76,Leather,Citrus,4,https://tinyurl.com/2p8yywt9
Mancera Wild Cherry,"Juicy cherries and almonds in a sweet, gourmand fragrance.",90,Floral,Musk Skin,4,https://tinyurl.com/msa886fc
Mancera Gold Prestigium,"Gold leather with oud, a statement of luxury.",75,Woody,Ambery,4,https://tinyurl.com/4rnpjpjk
Mancera Black Prestigium,"Intense black musk and oud, enveloped in iris and patchouli.",180,Woody,Ambery,4,https://tinyurl.com/eaxrvsra
Mancera Aoud Vanille,Oud and vanilla in a decadently sweet and woody dance.,74,Woody,Ambery,4,https://tinyurl.com/568ehhth
Mancera Aoud Blue Notes,"Aromatic blues with oud, florals, and fresh citrus.",85,Floral,Ambery,4,https://tinyurl.com/bdf68km8
Mancera Wild Rose Aoud,Wild roses and oud blend for a floral and woody scent.,59,Woody,Ambery,4,https://tinyurl.com/ycymha6d
Mancera Aoud Line,Traditional oud refined with luxurious spices and rose.,65,Woody,Ambery,4,https://tinyurl.com/4e2v4zep
Mancera Wild Leather,Bold leather with a wild twist of bergamot and spices.,65,Leather,Leather,4,https://tinyurl.com/5a6f4mmf
Mancera Wind Wood,Fresh aquatic notes and soft woods evoke a brisk wind.,110,Chypre,Citrus,4,https://tinyurl.com/9crv8w8k
Mancera Lemon Line,"Zesty lemon and green notes for a crisp, refreshing scent.",180,Citrus,Citrus,4,https://tinyurl.com/ykfmbpm5
Michael Kors Michael Kors Pour Homme,"A sophisticated blend of spices, tobacco, and leather for a classic masculine scent.",66,Aromatic Fougere,Aromatic Fougere,3,https://tinyurl.com/mrxak6cn
Michael Kors Extreme Journey,"Adventurous aromas of pepper and woods, encapsulating the thrill of exploration.",29,Leather,Woody,3,https://tinyurl.com/2evsvzcz
Michael Kors Extreme Sky,"Crisp and clean, with notes of ozone and icy freshness for a high-altitude feel.",69,Aromatic Fougere,Watery,3,https://tinyurl.com/y4n6h6vr
Michael Kors Extreme Rush,"A dynamic fragrance with notes of orange and moss, designed for the man in motion.",38,Woody,Ambery,3,https://tinyurl.com/5n7p6fs5
Michael Kors Extreme Speed,"Fast-paced and energetic, with notes of spices and amber for the modern man.",79,Woody,Citrus,3,https://tinyurl.com/46b67z9s
Michael Kors Extreme Night,Mysterious and intense with notes of black pepper and cypress for after-dark allure.,166,Woody,Ambery,3,https://tinyurl.com/yume8ssb
Michael Kors Extreme Blue,Fresh and aquatic with a blend of bergamot and musk for a casual yet powerful scent.,73,Woody,Citrus,3,https://tinyurl.com/bdfbyubt
Michael Kors for Men,"A refined mix of dried fruits and tobacco providing a rich, enduring fragrance.",98,Woody,Citrus,3,https://tinyurl.com/4efwnpwv
Missoni Missoni Wave,"A fresh aquatic scent with hints of citrus and herbs, evoking the lively spirit of the ocean waves.",40,Aromatic Fougere,Citrus,3,https://tinyurl.com/4xb9d8yu
Missoni Missoni Pour Homme,"A sophisticated blend of lavender and jasmine with a woody base, perfect for the modern man.",39,Woody,Ambery,4,https://tinyurl.com/yc2b6puv
Montale Oud fool Roses,"An intoxicating blend of oud and roses, creating a luxurious and deep aroma.",80,Floral,Floral,4,https://tinyurl.com/5xrekmes
Montale Bubble Forever,"A playful mix of fruity notes and a hint of sweetness, evoking joy and whimsy.",66,Floral,Ambery,4,https://tinyurl.com/yzkkbvzv
Montale Beast Love,"A bold combination of leather and spices, embodying raw, untamed passion.",143,Leather,Fruity,4,https://tinyurl.com/3haxfx77
Montale Lucky Candy,Sweet and enchanting with a blend of fruity gourmand notes.,180,Floral,Ambery,4,https://tinyurl.com/4jb996xa
Montale Holy Neroli,"Fresh neroli with light citrus and floral undertones, bright and uplifting.",133,Floral,Ambery,4,https://tinyurl.com/28zuzk7x
Montale Oud Island,An exotic escape with a rich blend of oud and tropical fruits.,132,Woody,Ambery,4,https://tinyurl.com/3tk65k93
Montale Infinity,"A seamless blend of musky and woody notes, signifying endless possibilities.",108,Woody,Ambery,4,https://tinyurl.com/yc82fnxe
Montale Oudyssee,"A journey of spicy and woody notes, deepened by the warmth of oud.",133,Woody,Ambery,4,https://tinyurl.com/3y39y4z8
Montale Rendez-Vous a Paris,"A romantic floral bouquet, capturing the essence of Paris.",145,Floral,Ambery,4,https://tinyurl.com/6pf383tz
Montale Rendez-Vous a Milan,"Chic and vibrant, with floral and citrus notes reflecting Milan's fashion scene.",145,Ambery,Gourmand,4,https://tinyurl.com/ys73erfx
Montale Herbal Aquatica,A refreshing aquatic scent with herbal and green notes.,78,Woody,Ambery,4,https://tinyurl.com/4k7d4xx6
Montale Fantastic Basilic,Fresh basil combined with citrus and green notes for a revitalizing scent.,72,Aromatic Fougere,Fruity,4,https://tinyurl.com/ynpjechx
Montale Wood on Fire,"Smoky woods and a hint of spice, creating a warm, enveloping aroma.",65,Woody,Ambery,4,https://tinyurl.com/493yukm6
Montale Aqua Palma,"Vibrant palm leaf and aquatic notes, evoking a tropical breeze.",62,Woody,Ambery,4,https://tinyurl.com/sebkkmme
Montale Oud Edition,A refined oud with a balance of woodiness and soft floral undertones.,180,Woody,Ambery,4,https://tinyurl.com/2c92hz7c
Montale Blue Matcha,Unique matcha tea blended with floral and aquatic notes.,180,Leather,Citrus,4,https://tinyurl.com/mrxn9e2b
Montale Crazy in Love,"A passionate mix of roses and spicy notes, bursting with love.",93,Floral,Ambery,4,https://tinyurl.com/23eymhkx
Montale Oud Pashmina,Rich and luxurious oud wrapped in soft pashmina-like musk.,75,Woody,Ambery,4,https://tinyurl.com/fwvwe8fe
Montale Dark Vanilla,A deep and sultry vanilla with hints of spice and wood.,90,Woody,Ambery,4,https://tinyurl.com/33w9wru9
Montale Oud Tobacco,Tobacco leaves and oud combine for a smoky and intense fragrance.,73,Woody,Tobacco,4,https://tinyurl.com/mr6n8ayb
Montale Oudrising,Oud rises amidst a chorus of woody and earthy notes.,145,Woody,Ambery,4,https://tinyurl.com/yubyhnzh
Montale Pure Love,"Pure floral notes, soft and romantic, capturing the essence of love.",180,Woody,Ambery,4,https://tinyurl.com/4ujkvavd
Montale Bengal Oud,"Exotic woods and spices from Bengal, rich and mysterious.",145,Leather,Leather,4,https://tinyurl.com/38ys75uf
Montale Arabians Tonka,Tonka bean and spices melded with Arabian scents.,107,Ambery,Ambery,4,https://tinyurl.com/2p94wphv
Montale Ristretto Intense Cafe,"Rich coffee with a hint of vanilla and cream, deeply invigorating.",107,Ambery,Gourmand,4,https://tinyurl.com/2p94wphv
Montale Vetiver Patchouli,"Earthy vetiver and dark patchouli, grounded and profound.",83,Woody,Citrus,4,https://tinyurl.com/3j8zj8p7
Montale Sensual Instinct,Enticing mocha and rose for a deeply sensual fragrance experience.,85,Ambery,Gourmand,4,https://tinyurl.com/4dzpt5r6
Montale Oud Dream,"A dreamy blend of oud, rose, and patchouli, enchanting and magical.",180,Woody,Ambery,4,https://tinyurl.com/7tw5mve6
Montale Amber Musk,"Warm amber and soft musk, comforting and inviting.",93,Woody,Ambery,4,https://tinyurl.com/5eke3bm3
Montale Sweet Flowers,"A bouquet of sweet flowers, sugary and delightful.",145,Floral,Gourmand,4,https://tinyurl.com/4e7x7x83
Montale Leather Patchouli,Bold leather accented with earthy patchouli.,57,Leather,Woody,4,https://tinyurl.com/mrxkcaxh
Montale Bakhoor,"Traditional bakhoor incense notes, deep and resonant.",145,Ambery,Floral,4,https://tinyurl.com/32339f3v
Montale Vanilla Cake,"Sweet vanilla cake with a creamy, gourmand finish.",97,Ambery,Gourmand,4,https://tinyurl.com/33d5cykz
Montale Fantastic Oud,A fantastic journey through rich oud and spice markets.,78,Woody,Ambery,4,https://tinyurl.com/44pc4vva
Montale Orchid Powder,Delicate orchid with a dusting of powdery notes.,79,Floral,Aldehydic,4,https://tinyurl.com/mr3a6src
Montale Aqua Gold,Luxurious aquatic notes enriched with a hint of gold.,180,Floral,Floral,4,https://tinyurl.com/4687fkrm
Montale Pink Extasy,Exuberant pink florals mixed with a touch of fruitiness.,170,Floral,Ambery,4,https://tinyurl.com/mrumy4zw
Montale Intense Black Aoud,Deep and intense oud with layers of berry and musk.,215,Woody,Ambery,4,https://tinyurl.com/2s3c8hbd
Montale Intense Roses Musk,"Rich roses and clean musk, intensified for a lasting impression.",215,Floral,Floral,4,https://tinyurl.com/7cbztpau
Montale Diamond Flowers,"Floral notes polished like diamonds, radiant and bright.",70,Chypre,Floral,4,https://tinyurl.com/t4sx97kk
Montale Day Dreams,A daydream of soft florals and subtle spices.,180,Floral,Ambery,4,https://tinyurl.com/msmjra9w
Montale Sweet Peony,"Peony in full bloom, sweet and subtly spicy.",96,Floral,Ambery,4,https://tinyurl.com/c322kuf3
Montale Intense So Iris,"Rich iris with a creamy, luxurious depth.",122,Floral,Musk Skin,4,https://tinyurl.com/yc39835d
Montale Arabians,A rich blend of Middle Eastern spices and woods.,81,Woody,Ambery,4,https://tinyurl.com/yc3r73th
Montale Aoud Jasmine,Jasmine flowers entwined with classic oud.,60,Chypre,Floral,4,https://tinyurl.com/2puwrx8w
Montale Nepal Aoud,Mystic oud from Nepal with hints of spices and musk.,60,Ambery,Floral,4,https://tinyurl.com/m5m938hf
Montale Aoud Legend,"A legendary blend of oud, rose, and leather.",57,Woody,Ambery,4,https://tinyurl.com/3cnd3uyf
Montale Sweet Vanilla,Lush vanilla sweetened with a touch of floral.,108,Ambery,Fruity,4,https://tinyurl.com/4dkpsm6m
Montale The New Rose,"A new twist on rose, fresh and slightly spicy.",70,Floral,Floral,4,https://tinyurl.com/3742cxtf
Montale Tropical Wood,"Tropical fruits and wood notes, exotic and inviting.",77,Leather,Fruity,4,https://tinyurl.com/mez34zzn
Montale Spicy Aoud,"Aoud with a kick of spices, vibrant and energetic.",80,Woody,Ambery,4,https://tinyurl.com/yc5y5639
Montale So Amber,"Amber at its most pure, with rich and resinous notes.",85,Ambery,Floral,4,https://tinyurl.com/3589ssn5
Montale Oudmazing,Amazing oud combined with fruity and floral surprises.,80,Leather,Fruity,4,https://tinyurl.com/5499zb8c
Montale Oud Lagoon,"A fresh, aquatic take on the traditional oud.",180,Woody,Ambery,4,https://tinyurl.com/yumkpb9b
Montale Orange Flowers,"Bursts of orange blossoms, fresh and invigorating.",88,Floral,Ambery,4,https://tinyurl.com/3ctc7cz4
Montale Aoud Sense,A sensual rendition of oud with citrus highlights.,145,Woody,Ambery,4,https://tinyurl.com/bdd4rs3p
Montale Aoud Lavender,"A novel mix of oud and lavender, calming and unique.",170,Aromatic Fougere,Ambery,4,https://tinyurl.com/2k54776n
Montale Golden Sand,Golden amber with hints of vanilla and coconut.,83,Floral,Ambery,4,https://tinyurl.com/2e8y5trr
Montale Aoud Velvet,Luxurious velvet layered with oud and floral notes.,66,Floral,Ambery,4,https://tinyurl.com/57na8tx4
Montale Honey Aoud,Sweet honey dripped over rich oud wood.,180,Woody,Ambery,4,https://tinyurl.com/yktr8v5t
Montale Intense Pepper,"Bold black pepper with a woody, smoky base.",180,Ambery,Citrus,4,https://tinyurl.com/uzr94wbk
Montale Aoud Night,A mysterious night enveloped in oud and musk.,69,Ambery,Ambery,4,https://tinyurl.com/2mjn78sp
Montale White Musk,Clean white musk with a hint of florals.,76,Floral,Musk Skin,4,https://tinyurl.com/4t3mk3vf
Montale Vetiver des Sables,"Vetiver mingled with sandy, earthy notes.",78,Woody,Woody,4,https://tinyurl.com/5chtf9ne
Montale Steam Aoud,Steamy oud with fresh aquatic undertones.,80,Woody,Ambery,4,https://tinyurl.com/3wb8v7xt
Montale Embruns d'Essaouira,Seaside scents with salty and woody notes.,70,Woody,Woody,4,https://tinyurl.com/4dmb9rk6
Montale Intense Cafe,"Rich coffee and vanilla, a warm, inviting blend.",77,Ambery,Floral,4,https://tinyurl.com/ys4a4khh
Montale Orange Aoud,Vibrant orange zest combined with classic oud.,88,Woody,Ambery,4,https://tinyurl.com/yrtf59sf
Montale Wood & Spices,A masculine blend of woods and warm spices.,76,Woody,Ambery,4,https://tinyurl.com/mryfcy89
Montale Rose Night,"Enchanting roses with a mysterious, nocturnal twist.",180,Ambery,Ambery,4,https://tinyurl.com/c3nafjvf
Montale Aoud Melody,Harmonious oud with floral and musky undertones.,88,Woody,Woody,4,https://tinyurl.com/mss6f78w
Montale Aoud Cuir d'Arabie,A rich leather oud with a distinctly Arabian twist.,129,Leather,Leather,4,https://tinyurl.com/3r9kc4fx
Montale Louban,An incense-laden fragrance with oriental woody notes.,73,Woody,Green,4,https://tinyurl.com/y8b6kjy4
Montale Roses Musk,Delicate roses wrapped in soft musk.,75,Floral,Aldehydic,4,https://tinyurl.com/2t7sbeef
Montale Powder Flowers,"Soft, powdery flowers with a touch of sweetness.",55,Floral,Aldehydic,4,https://tinyurl.com/3enu9yuf
Montale Aoud Greedy,A rich blend of oud and sweet chocolate notes.,66,Woody,Ambery,4,https://tinyurl.com/yf2d72zc
Montale Velvet Flowers,"A bouquet of soft, velvet-like floral scents.",155,Floral,Fruity,4,https://tinyurl.com/3327ff6f
Montale Vanilla Absolu,"Pure vanilla with a rich, creamy background.",150,Ambery,Floral,4,https://tinyurl.com/y43y8uzk
Montale Sweet Oriental Dream,Oriental notes sweetened with honey and almond.,135,Floral,Gourmand,4,https://tinyurl.com/2ajz62dv
Montale Intense Tiare,"Radiant Tiare flower with a tropical, creamy base.",150,Ambery,Floral,4,https://tinyurl.com/5aba45rn
Montale Ginger Musk,Spicy ginger and warm musk for a stimulating scent.,60,Ambery,Fruity,4,https://tinyurl.com/2extbexr
Montale Aoud Forest,A mysterious forest of oud and green notes.,180,Woody,Ambery,4,https://tinyurl.com/3epmeckr
Montale Aoud Ever,Enduring oud with hints of citrus and spice.,87,Woody,Ambery,4,https://tinyurl.com/mrxnmp2e
Montale Jasmin Full,"Full-bodied jasmine with a lush, floral presence.",107,Floral,Floral,4,https://tinyurl.com/4fy4bc4r
Montale Fougeres Marines,"Fresh ferns and marine notes, breezy and clean.",150,Aromatic Fougere,Watery,4,https://tinyurl.com/dad4tdn9
Montale Chypre Vanille,A classic chypre with a soft vanilla twist.,123,Woody,Floral,4,https://tinyurl.com/2zn6mrh7
Montale Black Aoud,"Intense oud and rose, deep and commanding.",180,Woody,Ambery,4,https://tinyurl.com/2wuwy9ua
Montale Patchouli Leaves,Earthy patchouli leaves with a hint of sweet vanilla.,140,Chypre,Floral,4,https://tinyurl.com/43pu9dze
Montale Santal Wood,"Creamy sandalwood with a warm, woody essence.",180,Ambery,Woody,4,https://tinyurl.com/2zjkttb2
Montale Aoud Purple Rose,Purple roses and oud combine for a luxurious scent.,130,Floral,Ambery,4,https://tinyurl.com/5n8fhdap
Montale Aoud Ambre,"Rich amber and oud meld for a deep, resonant fragrance.",65,Woody,Ambery,4,https://tinyurl.com/mrx6da32
Montale Candy Rose,"Sweet roses with fruity notes, playful and charming.",71,Floral,Floral,4,https://tinyurl.com/3rzjju4s
Montale Wild Pears,"Juicy pears and soft woods, fresh and inviting.",150,Floral,Fruity,4,https://tinyurl.com/3ratk53z
Montale Dark Purple,"Dark berries and plum with a mysterious, sultry base.",180,Woody,Fruity,4,https://tinyurl.com/hfphhrzr
Montale Pretty Fruity,"Lively fruits and citrus, bright and energetic.",180,Floral,Fruity,4,https://tinyurl.com/4a2tuh2t
Montale Moon Aoud,Mystical oud under the moonlight with hints of saffron.,81,Woody,Ambery,4,https://tinyurl.com/468a9j4m
Montale Dark Aoud,"Deep, dark oud with smoky undertones.",180,Woody,Ambery,4,https://tinyurl.com/2s4k4vzx
Montale So Flowers,"Soapy clean florals, fresh and light.",75,Floral,Aldehydic,4,https://tinyurl.com/3ses9xcf
Montale Mango Manga,"Tropical mango and vibrant citrus, fun and fruity.",110,Floral,Fruity,4,https://tinyurl.com/29jddwcn
Montale Rose Elixir,An elixir of fresh roses with a hint of sweetness.,180,Floral,Floral,4,https://tinyurl.com/yf4wtjr2
Montale Black Musk,"Black musk with leather and spices, intensely seductive.",110,Woody,Ambery,4,https://tinyurl.com/2s3frv6a
Montale Aromatic Lime,"Crisp lime and green notes, zesty and refreshing.",100,Woody,Citrus,4,https://tinyurl.com/57dxtmfx
Montale Aoud Musk,"Rich oud and warm musk, a robust and enticing blend.",130,Woody,Ambery,4,https://tinyurl.com/549c3zcw
Montale Aoud Amber Rose,"Luxurious oud, amber, and delicate rose.",60,Woody,Ambery,4,https://tinyurl.com/4997ysmn
Montale Wild Aoud,Untamed oud with forest notes and wild herbs.,66,Woody,Ambery,4,https://tinyurl.com/7tjzkrfh
Montale Sandflowers,"Sandy beaches and floral notes, summery and light.",110,Chypre,Floral,4,https://tinyurl.com/55svmzcm
Montale Greyland,"Woody notes and black pepper, strong and masculine.",85,Leather,Woody,4,https://tinyurl.com/ynfpcmzn
Montale Gold Flowers,"Opulent tuberose and spicy notes, wrapped in gold.",68,Woody,Ambery,4,https://tinyurl.com/4v49kajc
Montale Full Incense,Rich incense with smoky and resinous depth.,88,Ambery,Ambery,4,https://tinyurl.com/yn3943yv
Montale Deep Roses,"Deep, velvety roses with a touch of oud.",80,Floral,Floral,4,https://tinyurl.com/34tk6276
Montale Pure Gold Montale,Luminous floral and musk notes in a radiant setting.,81,Floral,Ambery,4,https://tinyurl.com/4pttsxsn
Montale Royal Aoud,Regal oud enhanced with spices and deep florals.,80,Woody,Ambery,4,https://tinyurl.com/2j5cwf33
Montale Red Vetiver,Bright vetiver with a spicy red twist.,70,Woody,Woody,4,https://tinyurl.com/z6hvd8rt
Montale Boisé Fruité,"Fruity notes with a woody backdrop, elegant and balanced.",130,Woody,Citrus,4,https://tinyurl.com/t78vmwbw
Montale Aoud Leather,"Luxurious leather and oud, rich and deep.",66,Leather,Woody,4,https://tinyurl.com/mt2s3js8
Montale Red Aoud,"Spicy red pepper and oud, vibrant and bold.",70,Woody,Ambery,4,https://tinyurl.com/yh9k638h
Montale Aoud Lime,Refreshing lime blended with classic oud.,130,Woody,Citrus,4,https://tinyurl.com/jenfypf6
Montale Chypré Fruit,Sophisticated chypre with a fruity lift.,110,Chypre,Citrus,4,https://tinyurl.com/bddec5e5
Montale Sunset Flowers,Floralscents with the warmth of a sunset.,142,Floral,Fruity,4,https://tinyurl.com/52zccwn3
Montale Crystal Flowers,"Delicate floral notes, sparkling and pure.",180,Floral,Citrus,4,https://tinyurl.com/3kkxham5
Montale White Aoud,Creamy oud with soft floral and vanilla notes.,86,Woody,Ambery,4,https://tinyurl.com/ytbwu4cf
Montale Blue Amber,"Amber with marine notes, deep and enveloping.",86,Ambery,Floral,4,https://tinyurl.com/ypvf3mew
Montale Attar,"Concentrated rose and oud, rich and traditional.",130,Woody,Woody,4,https://tinyurl.com/5cjurujw
Montale Aoud Roses Petals,"Rose petals dipped in oud, floral and woody.",127,Floral,Floral,4,https://tinyurl.com/mvy3wzkh
Montale Aoud Queen Roses,"Regal roses and oud, richly layered.",66,Floral,Floral,4,https://tinyurl.com/nsk9zxj5
Montale Aoud Damascus,"Damask rose and oud, a timeless blend.",66,Woody,Ambery,4,https://tinyurl.com/22v833d6
Montale Silver Aoud,"Silver notes with oud, luminous and refined.",100,Woody,Citrus,4,https://tinyurl.com/5n6cztyj
Montale Mukhallat,"Exotic blend of almond, strawberry, and musk.",89,Ambery,Fruity,4,https://tinyurl.com/4a5urtxb
Montale Golden Aoud,"Golden spices and oud, warm and inviting.",100,Woody,Ambery,4,https://tinyurl.com/36be3j46
Montale Aoud Shiny,Shimmering oud with fruity and floral touches.,73,Woody,Green,4,https://tinyurl.com/3aa67k6s
Montale Aoud Red Flowers,Bright floral notes atop a base of rich oud.,73,Ambery,Woody,4,https://tinyurl.com/3eukrcy5
Montale Aoud Flowers,Oud blended with garden-fresh flowers.,68,Woody,Ambery,4,https://tinyurl.com/p7admwe3
Montale Chocolate Greedy,"Rich chocolate with vanilla, a sweet indulgence.",80,Ambery,Floral,4,https://tinyurl.com/nhebvxyj
Montale Musk to Musk,"Pure musk with precious woods, deep and sensual.",70,Woody,Ambery,4,https://tinyurl.com/mr3264r2
Montale Boisé Vanillé,"Vanilla and cedarwood, warm and inviting.",66,Ambery,Ambery,4,https://tinyurl.com/yk47ewbj
Montale White Aoud Blossom,Floral notes surrounding a heart of oud.,75,Woody,Ambery,4,https://tinyurl.com/nhh8ufhr
Montale Amandes Orientales,Sweet almonds with oriental spices.,89,Ambery,Gourmand,4,https://tinyurl.com/yck5x8vm
Montale Fruits of the Musk,Musk enveloped in soft fruity notes.,60,Floral,Fruity,4,https://tinyurl.com/2phupyv6
Montale Orient Extreme,Bold oriental spices with a hint of leather.,75,Floral,Floral,4,https://tinyurl.com/yxwpxfvd
Montale Aoud Safran,"Luxurious saffron and oud, rich and exotic.",77,Woody,Ambery,4,https://tinyurl.com/4rccuebn
Montale Amber & Spices,"Deep amber with spices, warm and resonant.",64,Woody,Ambery,4,https://tinyurl.com/ywdx9y7s
Nautica Oceans: Pacific Coast,"A fresh burst of oceanic notes with a hint of citrus, capturing the vibrant Pacific coast.",15,Woody,Citrus,3,https://tinyurl.com/vjkvb9r3
Nautica Oceans,"Crisp aquatic notes blended with refreshing citrus and sea salt for a clean, invigorating scent.",28,Aromatic Fougere,Watery,3,https://tinyurl.com/8k3hpck2
Nautica Midnight Voyage,"A mysterious blend of spicy notes and dark woods, perfect for evening adventures.",26,Woody,Citrus,3,https://tinyurl.com/yx3fm5vd
Nautica Blue Ambition,"Energetic and bold, with notes of blue cypress and vetiver for a dynamic presence.",18,Aromatic Fougere,Watery,3,https://tinyurl.com/mvfpb3ux
Nautica Voyage Heritage,"A classic blend of apple, bergamot, and fresh herbs, inspired by seafaring tradition.",18,Aromatic Fougere,Watery,3,https://tinyurl.com/us7e5yfk
Nautica Blue Sail,"Refreshing as a brisk sail on a blue ocean, with notes of orange zest and bergamot.",17,Aromatic Fougere,Watery,3,https://tinyurl.com/4r4bhaey
Nautica Voyage Sport,"A sporty twist with green leaves and apple for an energetic, outdoor scent.",19,Aromatic Fougere,Citrus,3,https://tinyurl.com/6tfatfth
Nautica Voyage N-83,"An adventurous mix of palm leaves, bergamot, and coastal spices, echoing maritime journeys.",21,Woody,Citrus,3,https://tinyurl.com/48aay4uk
Nautica Voyage,A fresh and salty sea breeze combined with apple and green leaves for a timeless aquatic scent.,19,Aromatic Fougere,Watery,3,https://tinyurl.com/rhsyyjjh
Nautica Blue,"A refreshing and energetic blend of pineapple and peach, accented with cedarwood for a relaxed feel.",19,Aromatic Fougere,Watery,3,https://tinyurl.com/mrxbcdws
Nishane Deziro,A provocative blend of exotic spices and warm amber for a truly desirable scent.,260,Aromatic Fougere,Watery,4,https://tinyurl.com/bddzvzv8
Nishane Tuberóza X,Intense tuberose combined with subtle green notes for a captivating floral experience.,260,Floral,Floral,4,https://tinyurl.com/mrhpa9a6
Nishane Hespéridé Colonisé,"A bright burst of citrus, refreshed with herbal notes, embodying colonized orchards.",175,Citrus,Citrus,4,https://tinyurl.com/2xuaxj9s
Nishane Hacivat Oud,"A luxurious mix of pineapple, cedar, and oud, reflecting the character of the traditional shadow play.",315,Chypre,Citrus,4,https://tinyurl.com/ye8vyw5w
Nishane Wulong Chá X,"An aromatic journey with oolong tea leaves and delicate florals, refreshed with a hint of citrus.",200,Citrus,Citrus,4,https://tinyurl.com/dss6vf3a
Nishane Hacivat X,An enhanced version of Hacivat with more pronounced woody and citrus notes.,140,Chypre,Citrus,4,https://tinyurl.com/3xmk6v3e
Nishane Fan Your Flames X,"A robust blend of coconut and tobacco, enlivened with sweet rum.",205,Woody,Ambery,4,https://tinyurl.com/4u8a7vcx
Nishane Ani X,"A complex fusion of ginger, vanilla, and blackcurrant for a deep, multidimensional scent.",311,Ambery,Citrus,4,https://tinyurl.com/3zt9rama
Nishane Hundred Silent Ways X,"A serene blend of tuberose, vanilla, and cedar, whispering stories of silence.",296,Floral,Ambery,4,https://tinyurl.com/bddeffcf
Nishane Tero,"A bold expression of leather and tobacco, enriched with the warmth of amber.",270,Ambery,Gourmand,4,https://tinyurl.com/4wh22v5j
Nishane Tempfluo,"Radiant notes of citrus and pepper, set against a backdrop of musky woods.",270,Floral,Ambery,4,https://tinyurl.com/yc7rdzj2
Nishane Papilefiko,Exotic yuzu and passionate pomegranate blend with a spicy base for a dynamic fragrance.,185,Woody,Ambery,4,https://tinyurl.com/ypmu94yv
Nishane Kredo,"A creed of earthy vetiver and moss, steeped with the richness of leather.",106,Leather,Woody,4,https://tinyurl.com/ytxwdmth
Nishane Mana,"A spiritual scent with incense and myrrh, evoking ancient rituals and meditation.",300,Leather,Leather,4,https://tinyurl.com/5dez3b7u
Nishane Favonius,"A fresh breath of spring air, with zesty lemon and blooming lilacs.",395,Woody,Ambery,4,https://tinyurl.com/auhk4d7n
Nishane Shem,"Mysterious and sacred, combining oud and sandalwood with a touch of incense.",218,Leather,Woody,4,https://tinyurl.com/2eaucx2k
Nishane Nanshe,"A tribute to the goddess of water, with aquatic notes and soft florals.",121,Floral,Floral,4,https://tinyurl.com/3ubsx8nf
Nishane Ege/Ai̇gaio,Capturing the essence of the Aegean Sea with aquatic notes and fresh citrus.,187,Aromatic Fougere,Citrus,4,https://tinyurl.com/za2mbsf5
Nishane Unutamam,Unforgettable spicy patchouli mixed with jasmine and a hint of caramel.,165,Ambery,Ambery,4,https://tinyurl.com/5n93u3cu
Nishane Safran Colonisé,Richly colonial saffron infused with leather and spices.,155,Citrus,Chypre,4,https://tinyurl.com/4e7ztcsk
Nishane Nefs,"Opulent and deep, featuring honey and heliotrope on a luxurious leather base.",265,Ambery,Fruity,4,https://tinyurl.com/bd974kts
Nishane Muskane,"An alluring musk with powdery and woody nuances, enlivened by a touch of citrus.",160,Floral,Musk Skin,4,https://tinyurl.com/sch7x8zd
Nishane Florane,Blooming with vibrant floral notes and a fresh green essence.,160,Floral,Musk Skin,4,https://tinyurl.com/yc83tmvj
Nishane Ani,"A rich composition of ginger, vanilla, and blackcurrant, opulent and warm.",157,Ambery,Green,4,https://tinyurl.com/ypr46jfb
Nishane Vain & Naïve,"A playful dance of peach and rose, with a touch of vanilla for sweetness.",250,Floral,Ambery,4,https://tinyurl.com/44b87us2
Nishane Colognisé,"A modern twist on classic cologne notes, with citrus and herbal freshness.",195,Citrus,Citrus,4,https://tinyurl.com/ms35wpcc
Nishane B-612,"A cosmic blend of rose, musk, and spices, named after the asteroid in 'The Little Prince.'",106,Chypre,Floral,4,https://tinyurl.com/5bd5a37f
Nishane Zenne: Shadow Play,"A part of the Shadow Play series, Zenne offers a floral bouquet with a touch of fruit.",217,Floral,Fruity,4,https://tinyurl.com/2zrfvkd2
Nishane Karagoz: Shadow Play,"Part of the Shadow Play collection, featuring rich woods and spices.",280,Woody,Fruity,4,https://tinyurl.com/3yw55ks2
Nishane Hacivat: Shadow Play,"Another part of the Shadow Play series, capturing the essence of bergamot and pineapple.",160,Chypre,Citrus,4,https://tinyurl.com/yk9xrj8w
